id,title,summary,3,4,5,6,7,occupation
884817,Four Employees Exposed To Formaldehyde,At approximately 6:35 a.m. on April 19  1990  Employees #1 through #4 were  preparing to off- load packages from a UPS trailer when they noticed that  several packages were saturated with a liquid substance that had a toxic odor.  The employees isolated the trailer and called the fire department. The  hazardous materials unit responded and identified the substance as  formaldehyde. The employees were taken to the hospital  examined  and then  released to go back to work. The fire department isolated the contaminated  packages and cleaned up the area. It was determined that approximately 1 1/2  gallons of the 37 percent formaldehyde liquid had leaked from around the  filler cap of a 5 gallon container.,toxic fumes  formaldehyde  leak  inhalation  chemical vapor  chemical,3 111187001   Non Hospitalized injury Other Truck drivers  light,,,,
14387492,Ten Employees Exposed To Toxic Vapors From Burning Plastic,Employees #1 through #10 were in the vicinity when a plastic injection molding  press malfunctioned. Dielrin  the plastic material that was being used   burned  emitting hazardous decomposition products such as formaldehyde.  Employees #1 through #10 were exposed to the smoke and complained of  irritation to their lungs and eyes.,formaldehyde  molding machine  plastic mfg  toxic fumes  smoke  lung  eye  mech malfunction  inhalation  respiratory,3 100092600   Non Hospitalized injury Other Occupation not reported,,,,
200451946,Three Employees Receives Injuries From Toxic Gas Exposure,On December 13  2005  Employee #1  #2  and #3 were operating extruding and  forming machinery in a molding process. During the operation  a thermoplastic  resin is injected into the mold. The mold is then heated to shape the  thermoplastic resin into such things as interior trim for automobiles. When  the thermoplastic resin is heated  it releases formaldehyde. At the process  startup  the operating temperature was incorrectly programmed to 280 degrees  C  which is higher than the maximum temperature of 199 degrees C for the  operation. The process overheated  causing the release of formaldehyde gas.  Several employees were exposed to the formaldehyde gas with three requiring  hospitalization. The three employees received medical attention for systemic  toxic poisoning.,forming machine  toxic fumes  toxic atmosphere  inhalation  respiratory  respiratory tract  poisoning,3 309414944   Hospitalized injury Poisoning(Systemic) Extruding and forming machine operators,,,,
202079471,Three Employees Are Burned In Foundry Explosion,On June 3  2008  Employee #1  #2 and #3  were injured when molten metal  exploded out of an induction furnace during the charging and melting process  in the foundry area. Molten metal broke through the refractory lining and  contacted the copper induction coil. The molten metal then came into contact  with the cooling water flowing through the induction coil. The water and  molten metal exploded within seconds of contact. Employee #1 received second  degree burns to the posterior of his left forearm  buttocks  the sacral area  of his back and tops and bottoms of his feet. Employee #1 was hospitalized.  Employee #2 incurred several small round second degree burns on the palms of  both of his hands when he fell to the floor  as the palms of his hands  contacted some of the hot metal. Employee #3 incurred a minor burn to his left  ankle  when a small piece of the molten metal flew into his boot  causing a  minor burn.,foundry  explosion  burn  forearm  arm  hand  foot  struck by,3 312364227   Hospitalized injury Burn/Scald(Heat) Occupation not reported,,,,
200750347,Three Employees Hospitalized After Exposure To Coolant,Employees #1 through #3 were working in an office area while a coworker was  recharging the window air conditioner with R-22 (Forane). They began to  experience dizziness  scratchy throats  and heaviness in their chests. They  were transported to the hospital for evaluation and were held overnight for  observation. The three employees were released the next day and returned to  work the following day.,chemical  dizziness  respiratory tract  chest  inhalation  office area  chemical vapor  air conditioner  freon,3 300535606   Hospitalized injury Asphyxia General office clerks,,,,
201921301,Three Employees Burned,"Three employees suffered burns after an explosion from a release of Freon. One  employee began a transfer of hot Freon vapor from a 1 000-pound pressure  vessel into a 3 000-pound pressure vessel. The front end of the pressure  vessel blew  when the warming liquid increased the vapor pressure. This then  created a ""concussion/nonflammable"" explosion  sending three employees to a  local hospital. All three employees suffered burns. Two employees were  released the same day  and one was held for a couple of days.",burn  explosion  freon  pressure vessel,3 123628695   Hospitalized injury Burn(Chemical) Occupation not reported,,,,
170034086,Twenty,At approximately 2:00 a.m. on June 21  1992  employees reported an odor in a  building where silicon chips are prepared. Thirty employees reported feeling  ill with symptoms including nausea  burning eyes  and runny noses. Employees  #1 through #21 were transported to hospitals  evaluated  and then released.  The exact cause of the release was not determined  although it was speculated  that freon may have entered the work areas through the cooling system.,freon  ventilation  nausea  eye  nose  inhalation  leak  chemical  toxic fumes,3 100969831   Non Hospitalized injury Other Occupation not reported,,,,
200360899,Four Employees Are Burned In Propane Gas Explosion,On May 24  2012  Employee #1 was kneeling down in front of the Vulcan grill  attempting to light the grill while an open gas line of an adjacent Dean deep  fryer  Model Number SR142GP  was filling the void behind the grill and fryers  with liquid propane. Employee #2 was standing approximately 3 feet in front of  the grill at the sink area. Employee #3 and Employee #4 were walking towards  the concession stand when the igniter of the gas grill ignited the propane  that was leaking from the open gas line. The ignition caused a gas explosion  that resulted in first and second degree burns to the four employees.  Emergency Medical Services was summoned  and all four employees were  transported to the hospital. Employee's #1  2  and 3 were later transferred to  the burn center to be treated for their injuries. Employee #4 was treated at  the hospital and was released that same day.,explosion  propane  burn  fryer  gas leak  ignition system,3 316366467   Hospitalized injury Burn/Scald(Heat) Occupation not reported,,,,
200925766,Four Employees Suffer Hot Grease Burns  Two Hospitalized,Employees were cooking funnel cakes in a large deep fryer  with vegetable oil  heated to approximately 375-degrees Fahrenheit. The fryer tipped over   spilling hot grease on four employees. All four suffered burns and were  transported to the hospital. Employee #1 and Employee #2 were hospitalized.  Employee #3 and Employee #4 were treated for their injuries but were not  hospitalized.,heat  burn  hot cooking oil  fryer,3 313576167   Non Hospitalized injury Burn/Scald(Heat) Short-order cooks,,,,
200630929,Four Employees Are Poisoned When Exposed To Chemicals,"On July 10, 2003, Employees #1, #2, #3, and #4 were working inside a tanker car that was being removed from service. They were cleaning residual material from the sides of the car, which was used to transport fuel tar. Employee #1 became ill and reported it to his supervisor. Employee #1 described his symptoms as being blue, vomiting, and losing consciousness momentarily. Employee #1 was transported to Weirton Medical Center, treated for methemoglobinemia, and released the following day. Employees #2, #3, and #4 who were inside the tanker car with Employee #1 also reported feeling ill and were also sent to Weirton Medical Center. They were admitted, at least one employee was treated, and all were released the following morning. All employees were cleared to return to work after discharge. The material that the employees were cleaning from the inside of the tankers contained naphthylene, benzene, aniline, toluidines, pyridines, and other compounds. Aniline and naphthylene are known to cause the formation of methemoglobin. The employees were wearing full encapsulating suits with hoods, double gloves, which were chemical resistant, boots, and full facepiece, North respirators with organic vapor and acid mist cartridges. The investigation revealed that an initial assessment of the respiratory hazards inside the tanker had never been done. No assessment of benzene exposure was done. The employees had not been fit tested for the respirators they were wearing.",tank truck  vapor  inhalation  tank cleaning  fuel truck  poisoning  tank  chemical  respirator,1 305489072   Hospitalized injury Poisoning(Systemic) Laborers  except construction,,,,
202086575,Three Employees Suffer Carbon Monoxide Poisoning,On November 11  2003  three employees were using a gasoline powered trowel to  finish a concrete floor in a basement of a residential building. Due to the  exhaust from the trowel  all three men suffered from carbon monoxide  poisoning. They were hospitalized and treated.,carbon monoxide  poisoning  exhaust fumes  work surface  inhalation  vapor  fumigant  gas,1 305121600   Hospitalized injury Poisoning(Systemic) Construction laborers FallDist: FallHt:Cause: Interior masonryFatCause: Asphyxiation/inhalation of toxic vapor,,,,
202005633,Three Employees Burned In Refining Furnance Accident,Employee #1  Employee #2 and Employee #3  were working in near a refining  furnace  when a ladle breached while in the ladle refining furnace. The molten  steel released  and melted through a hydraulic fluid line on the furnace's  ladle car. A flash fire burned Employee #1  Employee #2 and Employee #3 on the  adjacent work platform when the hydraulic fluid line ruptured. All three were  taken to a local hospital and remained there from the burns they received in  the accident.,burn  health care facility  furnace,3 315817882   Hospitalized injury Burn/Scald(Heat) Occupation not reported,,,,
14256317,Four Employees Injured In Grain Mill Explosion,On February 8  1996  Employees #1 through #4 were performing their normal  duties. Employee #1 was the mill manager. Employee #2's truck was being loaded  with grain  and Employee #3 was delivering raw grain. These three employees  were on the ground floor of the south mill. Employee #4  an operator  was in  the personnel elevator between the third and fourth floor. At 6:18 p.m.  an  explosion occurred on the second floor of the south mill. The ignition source  was not identified  but the explosion was apparently caused by ignited  material from an improperly installed and maintained #6 fuel oil boiler smoke  stack. The ignited material traveled through the south mill grain-receiving  bay with the wind  igniting suspended-in-air combustible grain dust. The  fireball entered the south mill at or near the #1 cooler on the second floor.  Employees were hospitalized with burns.,explosion  grain  grain dust  fire  inadequate maint  mill--plant  combustible dust  burn  work rules,3 125267070   Hospitalized injury Burn/Scald(Heat) Truck drivers  heavy,,,,
14532923,Six Employees Injured In Fall With Manlift On Crane,Employees #1 through #6 were being hoisted on a Billy Pugh manlift from a  processor barge to a crab catcher boat. The manlift was lifted to a point at  which the headache ball made contact with the boom tip of the crane that was  being used for the lift; it two-blocked. The wire rope broke and the manlift  fell to the deck of the processor. All six of the employees were hospitalized.,crane  wire rope  broken cable  barge  fall  two-blocking  headache ball  boom,3 107108201   Hospitalized injury Fracture Occupation not reported,,,,
202089546,Nine Employees Are Injured When Grease System Explodes,At approximately 7:10 a.m. on September 7  2010  Employee #1 was working in an  office with a large glass window. Employee #2 was working on an assembly line  adjacent to a barrel pump grease system that operated at approximately 1 800  psi. The system consisted of both flexible rubber hose and fixed steel pipe.  The employees were injured when a failure occurred in the grease system. A  piece of steel approximately 18-in. long was thrown approximately 60 ft. It  went through the window and struck Employee #1 in the face. She was  hospitalized with fractured facial bones. Employee #2 was struck with small  debris and grease. She was hospitalized with a closed head injury and  significant hearing loss due to the percussion from the rupture of the system.  Seven other workers were treated and released.,explosion  high pressure  struck by  flying object  face  fracture  hearing loss  pipe  steel,3 313784795   Hospitalized injury Hearing Loss Occupation not reported,,,,
200380715,Three Employees Injured When Battery Explodes,"On May 3, 2007, Employee #1 was in the battery sorting area, attempting to remove the cells from a lithium battery. The battery consisted of at least 25 individual cells that were encased in a hard metal case. The ends of the case were sealed with a hard cap. The battery was a cylinder approximately 5 feet long by 1 inch in diameter and resembled a post for a chain link fence. Employee #1 was having difficulty opening the battery's case and end caps to access the cells, so he began striking it on a dumpster (hopper) in the area. Employee #3, (a contractor who was onsite on a regular basis and gained a working relationship with personnel in the battery sorting area) was dragging hose through the area and began talking with employees. He noticed Employee #1 struggling with the battery and striking it on the dumpster. Employee #3 and Employee #1 then discussed ways in which to remove the cells from the lithium battery. Employee #3 placed one end of the battery under the fork of the powered industrial truck that was parked in the area (between the fork and the building's floor) while holding the other end of the battery in his hands. Employee #1 stood directly across from, and near, Employee #3. Using the powered industrial truck's fork as a prying surface, Employee #3 lifted up on the lithium battery and it exploded. Shrapnel was blasted throughout the battery sorting area, up to approximately 40 feet from the explosion's point of origin. Employee #3 was not injured by the explosion. Employee #2 was standing in the general vicinity and received a laceration under her eye from the shrapnel. She received minor first aid at the site and was able to resume work duties. Employee #4, who was standing in the general area, complained of hearing problems after the explosion. His hearing problems were consistent with blast overpressure. His hearing returned to normal within an hour after the explosion and he was able to resume normal work activities. Employee #1 took the full impact of the shrapnel, which punctured his legs. He was transported to a hospital via emergency medical helicopter where he was hospitalized, treated, and then released a few days after the incident.",battery  flammable vapors  explosion  industrial truck  leg  dismantling  ear  hearing loss  struck by  face,explosion  struck by  hearing loss  battery  industrial truck  flammable vapors  dismantling  face  leg  ear,,,,
200212363,Four Employees Are Burned When Pipe Fails,On February 22  2008  four employees suffered thermal burns when the high  incident bleeder pipe for the vacuum tower bottoms heat exchanger failed  and  they were sprayed with hot process safety chemicals while the employees were  working on the line. Employee #1 and Employee #2 are boilermakers and were  hospitalized. Employee #3 and Employee #4 are supervisors and were not  hospitalized.,burn  boiler  heat exchanger  pipe,3 311801146   Hospitalized injury Burn/Scald(Heat) Boilermakers,,,,
200376481,Three Employees Suffer Burns When Sprayed By Hot Water,At approximately 8:00 a.m. on August 15  2013  Employees #1 and #4 were  setting up two vessels  diaphragm pumps  and hoses to perform a test water  heating procedure in the pilot plant area at Pulcra Chemicals  LLC. No  chemicals were used during the testing. This was not the employee's usual job  task. The vessels that were being used were a 100 gallon atmospheric mixing  vessel and a 350 gallon International bulk container (IBC) tote. The set-up  was conducted to test the heating of water in the 100 gallon mixing vessel to  approximately 80 degree Celsius and 176 degrees Fahrenheit by using steam  heated water from the IBC tote and circulating it through the jacket on the  100 gallon vessel using pumps. On the lid there was a 3 in. metal filling cap  that housed a 5:1 vent pressure relief valve that was set to activate at 5 lbs  per square inch of pressure. There was not a pressure gauge on the IBC tote  and it contained decals that stated Caution do not pressurize this tank. This  unit had a temperature gauge on it. At approximately 9:00 a.m.  Employee #1  filled the IBC tote with approximately 250 to 275 gallons of water. The tote  did not contain a fill gauge and the employee filled the unit so that it would  not have to be refilled for the duration of the heating process. The employee  began the heating procedure. The water in the 100 gallon vessel began to heat  up when the temperature gauge read 30 to 40 degrees Celsius and 86 to 104  degrees Fahrenheit. At this time  Employee #1 alerted Employees #2 and #3 that  the process was underway. A coworker came over to Employees #1  #2  and #3  when the temperature read approximately 65 degrees Celsius 149 degrees and  Fahrenheit and started discussing the chemical process that would be put in  place. The employees walked over to the laboratory area of the Pulcra  Chemicals plant that was approximately 600 ft from the pilot plant area. The  temperature of the 100 gallon mixing tank was at 74 to 76 degrees Celsius  and166 to169 degrees Fahrenheit. The employees were standing 8 to 10 ft from  the front of the IBC tote. Over pressurization caused the lid of the IBC tote  to open its seal and hot water went into the air and sprayed down on Employees  #1  #2  and #3. The employees were able to turn away prior to being burned by  the water. Employee #1 suffered first and second degree burns on his back.  Employee #2 suffered first and second degree burns along his back to his upper  buttocks area. Employee #3 suffered second and third degree burns on the back  of his right arm  neck  ears  and the back of his head and along the entirety  of his back. The employees were placed under chemical and lab showers by  members of the sites emergency response team and were taken to Riverview  Occu-Med Hospital  where they were treated for burns. The employees were later  transported to the Burn Center at the Chapel Hill Hospital and to the Burn  Center at CMC in Charlotte  North Carolina. Employees #1  #2  and #3 remained  hospitalized.,pump  hose  mixer  intermodal container  steam  heater  hot water  burn  back  head,3 317008498   Hospitalized injury Burn/Scald(Heat) Chemists  except biochemists,,,,
200232320,Four Employees Are Injured When Lightning Strikes Platform,On August 4  2009  lightning struck a truck-mounted maintenance platform.  Employee #1 was on the platform tying down a helicopter blade. Employee #2  #3  and #4 were on the ground  refueling and tying down the aircraft. The four  employees sustained electrical shock from the lighting strike and were  hospitalized for treatment.,lightning  electric shock  struck by  helicopter  blade  platform  burn  refueling  aircraft,3 313348872   Hospitalized injury Electric Shock Occupation not reported,,,,
848440,Four Employees Sustain Burns In Heptane Explosion,A base-line coating operation using heptane was being used to finish plastic  louvers for lighting. The pulley for the spray area's duct work fan came loose  from the shaft. When the fan stopped operating  a build-up of vapors occurred  in the duct. Eventually  the pulley slid completely off the shaft and was  thrown out of the duct tube  striking the duct wall and creating a spark and a  resultant explosion/fire. Employees #1  #2  and #3 were hospitalized and  Employee #4 was injured.,burn  flammable vapors  pulley  equipment failure  explosion  spark  fan  fire  heptane,3 102436623   Hospitalized injury Burn(Chemical) Occupation not reported,,,,
202553483,Three Employees Are Injured In Natural Gas Explosion,On October 12  2011  Employee #1  a building service manager  along with  Employee #2 and #3  both building service technicians  were investigating a  tenant complaint of a strong gas odor. A pocket of natural gas that had leaked  from a pipe was ignited by a nearby water heater and exploded. All three  workers suffered second and third degree burns. Employees #1 and #2 were  hospitalized for treatment  and Employee #3 was treated and released.,natural gas  explosion  leak  gas  vapor  burn  hot water tank,3 315526285   Hospitalized injury Burn/Scald(Heat) Supervisors  cleaning and building service workers,,,,
200231942,Three Employees Are Exposed To Chemical Vapors,On April 28  2007  a gasket on a pump housing that was pumping a nitric acid  solution failed. The nitric acid was between 165 and 180 degrees F. The vapor  from the nitric acid was vented to the roof and reentered the facility in a  different area. Sodium hypochlorite was being used in this area at the same  temperature. The two vapors mixed and created chlorine gas  hydrochloric acid   and other nominal amounts of products from this reaction. Employee's #1  #2   and #3 were hospitalized due to inhalation of chemical vapors.,gas  vapor  chemical burn  inhalation  hydrochloric acid  chlorine  chemical reaction  chemical vapor,3 309970077   Hospitalized injury Burn(Chemical) Separating  filtering & clarifying mach. operators,,,,
200372035,Twenty,At approximately 1:50 p.m. on February 4  2002  two employees were mixing  34-percent hydrochloric acid (HCL) and 35-percent Hydrogen Peroxide (H2O2)  (500 ml and 125 ml) in two 2000-ml beakers. One employee did not follow the  correct method and instead of 10 ml of H2O2 he added 125 ml of H2O2 into  2000-ml beakers which already contained approximately 500 ml of HCL. A vapor  cloud began to form. There was no chemical fume hood or other means of  capturing vapors given off by the reaction. The lab door was open  and the air  conditioner in the lab pushed the vapor cloud out into the plant. One employee  started to respond to the emergency when the plant was evacuated. The other  employee went back into the lab 3 to 4 times to stop the reaction by pouring  the contents down the sink. Twenty-eight employees were taken to Newberry  Hospital. They were not hospitalized.,hydrochloric acid  hydrogen peroxide  chemical  chemical reaction  door  air conditioner  inhalation  vapor  ppe,3 303561567   Non Hospitalized injury Other Occupation not reported,,,,
201270964,Five Employees Hospitalized After Chemical Exposure,Five employees were hospitalized as a result of a possible exposure to Sodium  Hydroxide (NaOH) or Hydrochloric Acid (HC) vapors. The vapors may have been  created by the overflow of a Kolene parts cleaning unit. The Kolene unit has a  Kolene molten salt bath  containing NaOH. The molten salt overflowed and came  in contact with PVC piping  possibly releasing HCl vapors from the heating of  the piping. NaOH vapors may have been released as a result of the molten salt  overflow.Note: The injury line of this report does not list any injuries  /fatalities  but the narrative does.,chemical  overexposure  hydrochloric acid  sodium hydroxide  pipe  polyvinyl chloride  vapor,,,,,
200040830,Six Employees Injured In Refinery Explosion,Six maintenance workers were preparing to replace a seal on a steam pump in  the refinery's hydrofluoric acid alkylation unit. As one of the workers  removed the pump casing  highly flammable petroleum components were released   formed a liquid and vapor cloud that ignited. Employees #1 and #2 sustained  concussions and were treated at the scene. Employees #3 through #6 sustained  serious burns and other injuries  and were hospitalized.,maintenance  seal  steam  pump  refinery  hydrofluoric acid  flammable vapors  explosion  concussion  burn,3 307123091   Non Hospitalized injury Concussion Machinery maintenance occupations,,,,
202003935,Six Employees Injured After Inhaling Hydrofluoric Acid,"On August 4, 2000, Employees #1 through #6 were hospitalized after inhaling hydrofluoric acid fumes. All six employees suffered from asphyxia. All six employees worked for General Chemical Corporation, of Claymont, Delaware.",asphyxiated  ppe  process safety  untrained  emergency response  hydrofluoric acid  lockout  inhalation  confined space  chemical vapor,30387245108/04/20004959Hershey'S Mill Industrial Services  Inc,,,,
200962009,Three Employees Exposed To Acid Solution From Leaking Drum,Employees #1 through #3 were working near a 55-gallon drum of Lume Bright  aluminum cleaner containing 8 percent or less of hydrofluoric acid  8 percent  or less of sulfuric acid  and 4 percent or less of alkylphenol ethoxylate in  aqueous solution. The drum was accidentally punctured by the tine of a hand  truck during its transfer to a tractor trailer; several gallons of the  chemical solution were released  creating a spill less than 30 square ft in  area. Employees #1 through #3 were exposed. Employee #1 inhaled the mist and  suffered respiratory problems. Employees #2 and #3 suffered dermal exposure   even though the chemical was washed off immediately. The three workers were  sent to Sinai Hospital in Baltimore  MD  where they were treated  observed for  the day  and released that afternoon. They have since returned to work at a  full capacity. No other workers were injured or affected.,drum  hydrofluoric acid  sulfuric acid  leak  spill  chemical burn  chemical vapor  inhalation  skin  mech mat handling,3 302021688   Non Hospitalized injury Burn(Chemical) Freight  stock and material handlers  n.e.c.,,,,
201260247,Three Employees Exposed To Hydrofluoric Acid,On December 8  1997 a leak developed in a hydrofluoric acid check valve   spilling approximately 25-35 gallons of 70 percent hydrofluoric acid in the  basement of the Zenith Electronics-Rauland Plant in Melrose Park  IL. A number  of employees working in the basement area were exposed to acid vapors to the  extent that an emergency evacuation was initiated at the plant. The plant  critical processes and pipes were shut down shortly after the evacuation.  Employees #1  #2  and #3 were hospitalized after receiving doses of inhalation  high enough to require hospitalization. Two employees were kept 24 hours for  observation and then released. One employee was kept for 43 hours and then  released. Employees #1  #2  and #3 were interviewed after coming back to work  at Zenith. All were doing fine. The plant was closed down for three days and a  subcontractor  Clean Harbor  was contracted to clean up the initial spill.  Zenith maintenance personnel changed the defective valve. The activity of the  contracted spill response team on site was observed from outside the regulated  area the day after the incident. It appeared to the CSHO  after questioning  the on-scene incident commander of Clean Harbor  the clean-up activities  PPE   and methodologies  that these were executed following federal regulations and  using good judgment. The CSHO did not initiate an inspection of Clean Harbor.,leak  hydrofluoric acid  valve  spill  vapor  evacuation  pipe  inhalation  shut-off valve  asphyxiated,3 300955259   Hospitalized injury Asphyxia Laborers  except construction,,,,
595942,Forty,"At approximately 12:25 p.m. on July 27, 1995, Employees #1 through #44 were in their lunch area eating their lunches and were caught in a vapor cloud of hydrogen chloride formed when a pump containing phosphorous trichloride failed and leaked into a dike containing puddles of water. The employees were evacuated to their designated assembly point and were transported by buses and ambulances to the area hospitals and admitted. Employees #1 through #44 sustained lung irritations.",leak  lung  inhalation  equipment failure  toxic fumes  pump  vapor  hydrogen chloride  construction,10622076707/28/19951541Gulf States Inc.,,,,
884734,Three Employees Inhale Hydrogen Chloride,A titanium tetrachloride spill occurred when all personnel involved failed to  realize that a reactor used for the production of titanium was cold. This  caused titanium tetrachloride to pass through the reactor--a heated reactor  with molten magnesium would have blocked the titanium tetrachloride. Timet  Employees #1 through #3  all tappers  were exposed to hydrogen chloride  inhalation with zero visibility caused by titanium dioxide.,reactor  hydrogen chloride  inhalation  respiratory  inattention  spill  work rules  poor visibility,3 111203022   Non Hospitalized injury Other Occupation not reported,,,,
200623726,Four Employees Are Exposed To Hydrogen Fluoride Gas,On March 6  2006  four employees from Atlantic Scaffolding and four employees  from JV Industrial were working at a refinery during a scheduled maintenance  shutdown. All eight employees inhaled hydrogen fluoride gas  due to a release.  All eight were hospitalized. This incident report identifies injuries to four  employees. Refer to Accident Number 200623718 for additional injuries.,chemical vapor  inhalation  hydrogen fluoride  refinery  maintenance  lockout  welder  lung  steel erection,1 309921831   Hospitalized injury Other Welders and cutters FallDist: FallHt:Cause: SurveyingFatCause: Asphyxiation/inhalation of toxic vapor,,,,
200623718,Four Employees Are Exposed To Hydrogen Fluoride Gas,On March 6  2006  four employees from Atlantic Scaffolding and four employees  from JV Industrial were working at a refinery during a scheduled maintenance  shutdown. All eight employees inhaled hydrogen fluoride gas  due to a release.  All eight were hospitalized. This incident report identifies injuries to four  employees. Refer to accident number 200623726 for injury information to the  other workers.,chemical vapor  inhalation  hydrogen fluoride  refinery  maintenance  lockout  construction  lung  steel erection,1 309921856   Hospitalized injury Other Construction laborers FallDist: FallHt:Cause: Erecting structural steelFatCause: Asphyxiation/inhalation of toxic vapor,,,,
202003810,Six Employees Exposed To A Release Of Hydrogen Fluoride,"Six contract employees, three from Mid-Atlantic Contractors Incorporated and three from J.J. White Incorporated, became ill from exposure to hydrofluoric acid. They were working on the alkylation unit of the refinery. J.J. White's employees were dismantling a scaffold while Mid-Atlantic's employees were doing carpentry work. At the same time, the refinery personnel were purging an acid storage drum with nitrogen to move the inventory acid for the unit from the storage drum to the unit. A utility hose was attached to the storage drum and connected to the nitrogen. The hose failed during the procedure and released hydrofluoric acid in to the atmosphere. All six contract employees were exposed to a cloud of hydrofluoric acid. They were treated on-site and then transported to a local hospital for additional treatment. The six contract employees were released approximately 24 hours after the exposure.",hydrogen fluoride  refinery  chemical  scaffold,hydrogen fluoride  chemical  scaffold  refinery,,,,
200460061,Seven Employees Injured From Exposure To Hydrofluoric Acid,Employee #1 was pumping 70 percent hydrofluoric acid from two 55-gallon drums  into two larger tanks. The hose from one drum came out of the tank  and  hydrofluoric acid was pumped onto the floor. Coworkers used soda ash to  neutralize the acid. The employees using the soda ash and those in the  immediate area suffered from exposure of unprotected skin to hydrofluoric acid  liquid and vapors. Employees #1 through #7 were hospitalized for treatment of  chemical burns.,hydrogen fluoride  spill  skin  vapor  ppe  mech mat handling  chemical vapor  work rules  inhalation  caustic,3 109166124   Hospitalized injury Burn(Chemical) Painting and paint spraying machine operators,,,,
200631760,Four Employees Are Injured In Chemical Explosion,On October 9  2007  an employee was pumping hydrogen peroxide into a vat  and  was unaware that the valve had been left open to another vat  containing  silver oxide. The hydrogen peroxide and silver nitrate was mechanically mixed  by the supervisor by turning the agitator on. This created a quick exothermic  reaction  heating the silver nitrate and producing steam and hydrogen gas. The  reacting silver nitrate and hydrogen peroxide shot out the top of the vat  and  burned the supervisor who was standing in the area and the employee to a  lesser degree. Two coworkers who came into the area to assist these employees  suffered respiratory irritation. All four employees were hospitalized.,burn  chemical burn  hydrogen  hydrogen peroxide  chemical,3 309477446   Hospitalized injury Burn(Chemical) Supervisors  production occupations,,,,
802181,Three Employees Injured When Tank Explodes,Employees #1  #2  and #3  a printer  inspector  and rotary operator   respectively  at a large textile finishing mill  were in an area with a 160  gallon capacity stainless steel tank containing 50 percent hydrogen peroxide  used in the bleaching process. Apparently  the tank had become contaminated  and had been sitting half-full and idle for a week when it exploded. All three  employees were struck by flying debris. Employee #1 suffered leg fractures   Employee #2 sustained foot lacerations  and Employee #3 sustained puncture  wounds on his hands. The source of contamination and the cause of the rupture  could not be determined from the evidence that remained after the explosion.  The tank had one feed line  a dispensing line going in  and an overflow vent  on top. This bleaching process had been in production for a year.,explosion  flying object  chemical reaction  leg  tank  hydrogen peroxide  laceration  work rules  struck by  fracture,3 126477512   Hospitalized injury Puncture Miscellaneous textile machine operators,,,,
201023108,Four Employees Are Injured In Explosion In Confined Space,On December 8  2010  Employees #1  #2  #3 and #4 were working at a  multi-employer worksite. Employees #1 and #2 worked for one employer  and  Employees #3 and #4 worked for another employer. Employee #1 was assigned the  task of demolishing an abandoned septic tank. Employee #1 entered the tank and  attempted to break the floor of the tank. An explosion occurred  and Employee  #1 was injured in the blast. Employees #2  #3 and #4 were also injured by the  blast.,tank  demolition  confined space  explosion  idlh,1 125479402   Hospitalized injury Burn/Scald(Heat) Plumbers  pipefitters and steamfitters FallDist: FallHt:Cause: DemolitionFatCause: Fire/explosion,,,,
912550,Eleven Employees Present During Hydrogen Cyanide Release,At approximately 5:00 a.m. on April 13  1989  Employee #2 accidentally added 5  to 9 gallons of concentrated nitric acid to a 200 gallon tank containing 14 to  16 oz of sodium cyanide at the barrel line. Employee #3  without wearing a  respirator or protective clothing  took a detector tube reading over the  cyanide tank; the result showed an HCN level greater than 165 mg/m3  which is  about three times the IDLH level of 60 mg/m3. The only other employees near  the HCN release were Employee #1 and Employees #4 through #11  who were  approximately 70 ft away at a break area. They were told to evacuate the plant  immediately. None of the eleven employees experienced any ill health affects   but all were told to report to the hospital as a precautionary measure. They  were evaluated by a doctor and released from the hospital. Employees wearing  full-face air line respirators then proceeded to clean up the area by draining  the contents of the tank into four 55 gallon drums. The plant was ventilated;  HCN tests were negative; and the employees were permitted back into the plant.,inattention  chemical reaction  nitric acid  sodium cyanide  idlh  inhalation  respirator  ventilation  cyanide,3 108051848   Non Hospitalized injury Poisoning(Systemic) Occupation not reported,,,,
200820538,Forty Employees Affected By Insecticide Spill,At approximately 8:30 a.m. on October 18  1999  employees at the Genco  distribution facility dropped a box containing 8 one-pint bottles of the  insecticide Dursban  which contained 5 percent chlorpyrifos by weight. The  product was not expected to be included in the shipment from Genco's client   K-Mart  because the distribution center did not accept hazardous materials.  Employee #1  the facility manager  and two coworkers started to clean up the  liquid by mopping it with water. They wore protective gloves  protective  aprons  and dust masks  took a 10-minute break and had fans placed near the  spill area pointing toward the open dock doors. At approximately 9:30 a.m.   they and other employees began to report that they were not feeling well  and  the building was evacuated. At 9:50 a.m.  the fire department was called and  various employees reported respiratory difficulties  including scratchy  throats and watery eyes  as well as headaches  dizziness  and vomiting. Forty  workers were taken to seven different hospitals; five employees were held  overnight for observation and released the following morning. SET  Environmental Inc.  was contracted to perform hazardous material recovery and  decontamination. The facility manager initiated the cleanup without consulting  the MSDS (Material Safety Data Sheet) for the product.,insecticide  chemical vapor  spill  cleaning  inhalation  nausea  dizziness  headache  respiratory  pesticide,,,,forty employee,forty employee
